39.77108, -8.77574,
39.77108, -8.77580, 
39.77112, -8.77622, 
39.77117, -8.77700, 
39.77118, -8.77704, 
39.77118, -8.77736, 
39.77117, -8.77745, 
39.77117, -8.77753, 
39.77115, -8.77767, 
39.77096, -8.77855, 
39.77093, -8.77865, 
39.77077, -8.77940, 
39.77074, -8.77963, 
39.77075, -8.77972, 
39.77075, -8.77981, 
39.77076, -8.77982, 
39.77076, -8.77983, 
39.77077, -8.77984, 
39.77077, -8.77985, 
39.77078, -8.77986, 
39.77078, -8.77988, 
39.77079, -8.77989, 
39.77079, -8.77990, 
39.77099, -8.77997, 
39.77108, -8.77999, 
39.77119, -8.77999, 
39.77160, -8.78002, 
39.77178, -8.78002, 
39.77197, -8.77999, 
39.77232, -8.77991, 
39.77254, -8.77982, 
39.77288, -8.77963, 
39.77294, -8.77958, 
39.77311, -8.77946, 
39.77354, -8.77902, 
39.77365, -8.77889, 
39.77373, -8.77878, 
39.77386, -8.77856, 
39.77386, -8.77848, 
39.77387, -8.77845, 
39.77387, -8.77843, 
39.77390, -8.77837, 
39.77391, -8.77836, 
39.77392, -8.77834, 
39.77398, -8.77830, 
39.77399, -8.77829, 
39.77403, -8.77827, 
39.77410, -8.77827, 
39.77414, -8.77829, 
39.77415, -8.77829, 
39.77418, -8.77832, 
39.77420, -8.77833, 
39.77422, -8.77837, 
39.77423, -8.77838, 
39.77424, -8.77840, 
39.77425, -8.77843, 
39.77425, -8.77845, 
39.77426, -8.77847, 
39.77426, -8.77858, 
39.77425, -8.77861, 
39.77424, -8.77863, 
39.77424, -8.77865, 
39.77422, -8.77869, 
39.77420, -8.77870, 
39.77420, -8.77878, 
39.77423, -8.77898, 
39.77425, -8.77905, 
39.77428, -8.77920, 
39.77441, -8.77956, 
39.77445, -8.77963, 
39.77526, -8.78156, 
39.77536, -8.78184, 
39.77541, -8.78196, 
39.77562, -8.78276, 
39.77566, -8.78301, 
39.77571, -8.78324, 
39.77573, -8.78329, 
39.77573, -8.78331, 
39.77576, -8.78344, 
39.77580, -8.78357, 
39.77589, -8.78373, 
39.77595, -8.78382, 
39.77602, -8.78391, 
39.77612, -8.78407, 
39.77613, -8.78407, 
39.77647, -8.78453, 
39.77664, -8.78478, 
39.77678, -8.78496, 
