45.35239, 09.28447,
45.35058, 09.27935, 
45.34920, 09.28032, 
45.34906, 09.28036, 
45.34888, 09.28056, 
45.34852, 09.28110, 
45.34850, 09.28110, 
45.34850, 09.28111, 
45.34848, 09.28111, 
45.34848, 09.28112, 
45.34847, 09.28112, 
45.34846, 09.28113, 
45.34846, 09.28114, 
45.34845, 09.28114, 
45.34845, 09.28116, 
45.34844, 09.28116, 
45.34844, 09.28120, 
45.34843, 09.28120, 
45.34815, 09.28160, 
45.34807, 09.28169, 
45.34805, 09.28170, 
45.34804, 09.28171, 
45.34786, 09.28176, 
45.34784, 09.28172, 
45.34782, 09.28171, 
45.34781, 09.28170, 
45.34777, 09.28168, 
45.34776, 09.28167, 
45.34774, 09.28167, 
45.34753, 09.28142, 
45.34730, 09.28102, 
45.34665, 09.27912, 
45.34664, 09.27906, 
45.34369, 09.27066, 
45.34366, 09.27020, 
45.34367, 09.27019, 
45.34367, 09.27017, 
45.34368, 09.27014, 
45.34368, 09.27000, 
45.34367, 09.26996, 
45.34363, 09.26988, 
45.34362, 09.26987, 
45.34361, 09.26987, 
45.34360, 09.26985, 
45.34359, 09.26984, 
45.34357, 09.26983, 
45.34356, 09.26982, 
45.34354, 09.26981, 
45.34353, 09.26981, 
45.34327, 09.26944, 
45.33799, 09.25425, 
45.33798, 09.25420, 
45.33673, 09.25057, 
45.33665, 09.25020, 
45.33662, 09.24970, 
45.33664, 09.24961, 
45.33660, 09.24930, 
45.33655, 09.24916, 
45.33644, 09.24896, 
45.33636, 09.24886, 
45.33628, 09.24882, 
45.33619, 09.24872, 
45.33612, 09.24862, 
45.33597, 09.24833, 
45.33592, 09.24819, 
45.33586, 09.24808, 
45.32753, 09.22424, 
45.32727, 09.22339, 
45.32588, 09.21707, 
45.32581, 09.21649, 
45.32563, 09.21548, 
45.32552, 09.21508, 
45.32545, 09.21469, 
45.32524, 09.21383, 
45.32505, 09.21325, 
45.32491, 09.21212, 
45.32489, 09.21154, 
45.32516, 09.20745, 
45.32516, 09.20719, 
45.32553, 09.20156, 
45.32560, 09.20122, 
45.32563, 09.20122, 
45.32564, 09.20121, 
45.32566, 09.20120, 
45.32571, 09.20115, 
45.32571, 09.20114, 
45.32572, 09.20113, 
45.32575, 09.20107, 
45.32575, 09.20105, 
45.32576, 09.20103, 
45.32576, 09.20100, 
45.32577, 09.20098, 
45.32577, 09.20090, 
45.32576, 09.20087, 
45.32576, 09.20085, 
45.32574, 09.20080, 
45.32574, 09.20078, 
45.32573, 09.20076, 
45.32571, 09.20074, 
45.32569, 09.20070, 
45.32567, 09.20069, 
45.32566, 09.20067, 
45.32564, 09.20066, 
45.32560, 09.20030, 
45.32562, 09.19983, 
45.32570, 09.19929, 
45.32581, 09.19880, 
45.32605, 09.19812, 
45.32910, 09.19273, 
45.32932, 09.19247, 
45.32949, 09.19234, 
45.32956, 09.19230, 
45.32963, 09.19224, 
45.32968, 09.19224, 
45.32988, 09.19218, 
45.32994, 09.19214, 
45.32999, 09.19208, 
45.33007, 09.19192, 
45.33010, 09.19174, 
45.33009, 09.19153, 
45.33007, 09.19144, 
45.33013, 09.19099, 
45.33017, 09.19084, 
45.33041, 09.19017, 
45.33053, 09.18952, 
45.33056, 09.18911, 
45.33054, 09.18899, 
45.33052, 09.18764, 
45.33003, 09.18000, 
45.33002, 09.17996, 
45.32978, 09.17582, 
45.32979, 09.17563, 
45.32963, 09.17299, 
45.32959, 09.17276, 
45.32941, 09.16983, 
45.32940, 09.16907, 
45.32928, 09.16740, 
45.32924, 09.16625, 
45.32919, 09.16610, 
45.32746, 09.13708, 
45.32748, 09.13695, 
45.32748, 09.13583, 
45.32752, 09.13579, 
45.32753, 09.13577, 
45.32755, 09.13575, 
45.32760, 09.13560, 
45.32760, 09.13546, 
45.32757, 09.13536, 
45.32753, 09.13528, 
45.32749, 09.13524, 
45.32748, 09.13522, 
45.32737, 09.13477, 
45.32732, 09.13422, 
45.32733, 09.13363, 
45.32742, 09.13301, 
45.32762, 09.13227, 
45.33096, 09.12167, 
45.33102, 09.12131, 
45.33531, 09.10757, 
45.33538, 09.10747, 
45.33546, 09.10728, 
45.33548, 09.10720, 
45.33563, 09.10693, 
45.33564, 09.10684, 
45.33566, 09.10684, 
45.33567, 09.10683, 
45.33569, 09.10683, 
45.33571, 09.10681, 
45.33573, 09.10680, 
45.33574, 09.10679, 
45.33575, 09.10677, 
45.33576, 09.10676, 
45.33578, 09.10672, 
45.33578, 09.10670, 
45.33579, 09.10668, 
45.33579, 09.10666, 
45.33580, 09.10664, 
45.33580, 09.10654, 
45.33579, 09.10653, 
45.33579, 09.10650, 
45.33581, 09.10644, 
45.33586, 09.10597, 
45.33586, 09.10573, 
45.33589, 09.10566, 
45.33614, 09.10477, 
45.33615, 09.10476, 
45.33643, 09.10375, 
45.33648, 09.10364, 
45.33667, 09.10302, 
45.33668, 09.10291, 
45.33701, 09.10168, 
45.33708, 09.10149, 
45.33711, 09.10149, 
45.33711, 09.10148, 
45.33712, 09.10148, 
45.33713, 09.10147, 
45.33714, 09.10147, 
45.33714, 09.10146, 
45.33715, 09.10145, 
45.33783, 09.10186, 
45.33783, 09.10187, 
45.33796, 09.10188, 
45.33812, 09.10182, 
45.33817, 09.10178, 
45.33832, 09.10161, 
45.33849, 09.10127, 
45.33850, 09.10127, 
45.33870, 09.10085, 
45.33870, 09.10084, 
45.33972, 09.09867, 
45.33975, 09.09858, 
45.33975, 09.09857, 
45.33984, 09.09834, 
45.34005, 09.09792, 
45.34016, 09.09775, 
